	umls_meddra	umls_def
2309	C2607896	Vulva discomfort
2310	C0235231	Pupils pinpoint
2311	C0035321	Retinal tear
2312	C0021390	Inflammatory bowel disease
2313	C0949690	Spinal osteoarthritis
2314	C1096071	Type III immune complex mediated reaction
2315	C1112709	Unspecified non-gonococcal urethritis (NGU)
2316	C0154983	Cataract traumatic
2317	C0474378	Hair colour changes
2318	C0001849	AIDS dementia complex
2319	C0392390	Hepatitis B e antigen positive
2320	C0948594	Musculoskeletal discomfort
2321	C0267940	Pancreatitis haemorrhagic
2322	C0426498	Tongue dry
2323	C0034103	Pulpitis dental
2324	C0152167	Anal spasm
2325	C1565489	Renal impairment
2326	C1285373	Respiratory disorder neonatal
2327	C0750272	Unilateral vision loss
2328	C0020429	Hyperpathia
2330	C0151464	Injection site abscess
2331	C0338573	Intracranial venous sinus thrombosis
2332	C0333139	Pneumatosis
2333	C0741132	Antibody test positive
2334	C0021141	Inappropriate antidiuretic hormone secretion
2335	C0038587	Withdrawal syndrome
2336	C1956391	Temporal arteritis
2337	C0549209	Feeling jittery
2338	C0542224	Spots before eyes
2339	C0578455	Abscess limb
2340	C0152171	Primary pulmonary hypertension
2341	C0001969	Alcohol intoxication
2342	C0151623	Enterocolitis haemorrhagic
2343	C2939094	Skin sensitisation
2344	C0012797	Diuresis
2345	C0003811	Arrhythmia
2346	C0220983	Metabolic alkalosis
2347	C0085570	Alkalosis hypokalaemic
2348	C0233467	Inappropriate affect
2349	C0274727	Digoxin toxicity
2350	C0399461	Oral mucosa erosion
2351	C0553692	Haemorrhagic stroke
2352	C0474529	Haemoglobin normal
2353	C0235827	Therapeutic response decreased
2354	C0281940	Pelvic peritonitis
2355	C0234975	Convulsions aggravated
2356	C0857332	Clonic movements
2357	C0854380	Blood insulin decreased
2358	C1145670	Respiratory failure
2359	C0030299	Pancreatic pseudocyst
2360	C1096262	Escherichia bacteraemia
2361	C0860499	Conjunctival follicles
2362	C1504379	Coagulation test abnormal
2363	C0151830	Urethral pain
2364	C1141938	Ocular icterus
2365	C0042023	Pollakiuria
2366	C1175175	Severe acute respiratory syndrome
2367	C0521628	Genital itching male
2368	C0475746	Light anaesthesia
2369	C0023467	Acute myeloid leukaemia
2370	C0235912	Hepatic haemorrhage
2371	C0520573	Buffalo hump
2372	C0854706	Neonatal infection
2373	C0574002	Foot edema
2374	C0240557	Nasal irritation
2375	C1112341	Connective tissue inflammation
2376	C0156318	Breast fibrosis
2377	C0001486	Adenovirus infection
2378	C0266316	Congenital hydronephrosis
2379	C0002957	Anger
2380	C0549444	Vein discolouration
2381	C0030591	Paroxysmal ventricular tachycardia
2382	C0151639	Fertility female decreased
2383	C1095967	Psychiatric evaluation abnormal
2384	C0017638	Glioma
2385	C0043037	Common wart
2386	C0857980	Serum prolactin increased
2387	C0031133	Vermiculation
2388	C0020461	Hyperkalaemia
2389	C0014511	Cyst epidermal
2390	C0877306	Iris hyperpigmentation
2391	C0020456	Hyperglycaemia
2392	C0221264	Cheilosis
2393	C1142295	Drug-induced cough
2394	C0853644	Eosinophil count abnormal
2395	C0264267	Nasal ulcer
2396	C0260662	Auditory disorder NOS
2397	C0013132	Drooling
2398	C0278079	Dependence psychological
2399	C0042109	Urticaria
2400	C0520546	Pulmonary microemboli
2401	C0920289	Sluggishness
2402	C0001364	Acute yellow liver atrophy
2403	C1285577	Acute confusional state
2404	C0029925	Ovarian carcinoma
2405	C0158252	Intervertebral disc disorder
2406	C0436503	Chest X-ray abnormal
2407	C0518015	Haemoglobin
2408	C0038363	Aphthous stomatitis
2409	C0520854	Mean arterial pressure decreased
2410	C0677660	Emotional problems
2411	C1096670	Antitussive therapy
2412	C0042373	Angiopathy
2413	C0085617	Arterial spasm
2414	C0019829	Hodgkin's disease
2415	C0278080	Dependence physiological
2416	C0035235	Respiratory syncytial virus infection
2417	C0860871	Sodium decreased
2418	C0162532	Variegate porphyria
2419	C0015930	Foetal distress syndrome
2420	C0037188	Sinoatrial block
2421	C0849916	Generalised erythema
2422	C0235146	Euphoric mood
2423	C0520589	Vulvovaginal dryness
2424	C0026769	Multiple sclerosis
2425	C0427564	Platelet count normal
2426	C1261981	Urticaria localised
2427	C0282612	Prostatic intraepithelial neoplasia
2428	C0028866	IIIrd nerve paralysis
2429	C0016169	Fistula
2430	C0020540	Malignant hypertension
2431	C0003860	Arteritis
2432	C0019065	Peritoneal haemorrhage
2433	C0238463	Papillary thyroid cancer
2434	C0277525	Gastric flu
2435	C1112632	Cross reactive drug hypersensitivity
2436	C1141884	Head lag abnormal
2437	C0240972	Scrotal erythema
2438	C0080178	Spina bifida
2439	C0574067	Cough increased
2440	C0857183	Pre-menstrual tension syndrome
2441	C0853705	Blood immunoglobulin G decreased
2442	C0019372	Herpes virus infection
2443	C0861149	Proarrhythmic effect
2444	C0857501	Acute schizophrenia
2445	C2242496	Parotid gland inflammation
2446	C0016034	Fibrocystic breast disease
2447	C0037928	Spinal cord disorder
2448	C1266194	Hodgkin's disease lymphocyte predominance type stage unspecified
2449	C0853330	Peripheral neuropathy aggravated
2450	C0548823	Distress gastrointestinal
2451	C1698259	HCV coinfection
2452	C0392162	Sticky skin
2453	C2973725	Pulmonary arterial hypertension
2454	C0000817	Abortion infected
2455	C0086066	Coryza
2456	C0031924	Piloerection
2457	C0149704	Gingivostomatitis
2458	C0276253	Pneumonia cytomegaloviral
2460	C0032519	Polymenorrhoea
2461	C0549376	Plasma osmolality decreased
2462	C0036502	Sebaceous gland disorder
2463	C0555120	White blood cells urine positive
2464	C0009319	Colitis
2465	C0919691	Anastomotic leak
2466	C0854693	Anaesthetic complication neurological
2467	C0265050	Vena cava thrombosis
2468	C0852995	Injection site pruritus
2469	C0018524	Hallucination
2470	C0919666	Venipuncture site hemorrhage
2471	C0744221	Friction rub
2472	C0151665	Globulins decreased
2473	C0020498	Senile ankylosing vertebral hyperostosis
2474	C0423086	Staring
2475	C0241863	Diabetic
2476	C0041969	Urethral disorder
2477	C0040409	Tongue disorder
2478	C0853748	Blood electrolytes abnormal
2479	C0339268	Arcus juvenilis
2480	C0948525	Musculoskeletal stiffness
2481	C1263846	Attention deficit/hyperactivity disorder
2482	C0236106	Photosensitivity allergic reaction
2483	C0155018	Colour blindness acquired
2484	C0020550	Hyperthyroidism
2485	C0085423	Gram-negative bacterial infection NOS
2486	C0853395	Painful red eyes
2487	C0040261	Onychomycosis
2488	C0236073	Cerebellar infarction
2489	C0035460	Vasomotor rhinitis
2490	C0006287	Bronchopulmonary dysplasia
2491	C1167870	Graft dysfunction
2492	C0549383	Ovarian hyperstimulation
2493	C0271468	Eustachian tube disorder
2494	C0852625	Injection site erythema
2495	C0007131	Non-small cell lung cancer
2496	C0032739	Tuberculin test positive
2497	C0730362	Maculopathy
2498	C0221201	Rash macular
2499	C0017168	Gastrooesophageal reflux disease
2500	C0553732	Prothrombin level decreased
2501	C0234909	Nail changes
2502	C0008924	Cleft lip
2503	C0423618	Throbbing headache
2504	C0032460	Polycystic ovaries
2505	C0085437	Meningitis bacterial
2506	C0576091	Knee deformity
2507	C0034012	Delayed puberty
2508	C0263962	Olecranon bursitis
2509	C0854028	Blood copper decreased
2510	C0026838	Muscle spasticity
2511	C0007302	Chondropathy
2512	C1959797	Allergic hepatitis
2513	C0018944	Haematoma
2514	C0741921	Cardiac enzymes increased
2515	C0151693	Adrenal haemorrhage
2516	C0282548	Leukostasis
2517	C0235081	Tremor limb
2518	C0162285	Eyelid oedema
2519	C0155616	Secondary hypertension
2520	C0042749	Viraemia
2521	C0242422	Parkinsonism
2522	C0029443	Osteomyelitis
2523	C0002963	Prinzmetal angina
2524	C1292769	B-cell type acute leukaemia
2525	C0730345	Microalbuminuria
2526	C0275524	Infection mixed
2527	C0018989	Hemiparesis
2528	C1868752	Procedural nausea
2529	C0332687	Burns second degree
2530	C0332691	Scald
2531	C0001339	Pancreatitis acute
2532	C0235964	Renal dysgenesis
2533	C0221745	Depression suicidal
2534	C0410158	Muscle damage
2535	C2945586	Bladder irritation
2536	C0549335	Bone pain aggravated
2537	C0027830	Neurofibroma
2538	C0549397	Nasal septum deviation
2539	C1963789	Genital swelling
2540	C0020450	Hyperemesis gravidarum
2541	C1457883	Aggressive reaction
2542	C0854954	Ovarian germ cell teratoma benign
2543	C1611167	Waist circumference increased
2544	C0853761	Blood potassium decreased
2545	C0852962	Complication of delivery
2546	C0031157	Peritonsillar abscess
2547	C0160087	Ankle sprain
2548	C0740399	Auditory and visual hallucinations
2549	C0035854	Rosacea
2550	C0014122	Subacute bacterial endocarditis
2551	C0019294	Inguinal hernia
2552	C0151713	Hyperchlorhydria
2553	C0232115	Venous pressure increased
2554	C0240515	Nipple pain
2555	C0162386	Femur fracture subtrochanteric
2556	C2004435	Intestinal ischaemia
2557	C2363730	Oropharyngeal discomfort
2558	C0742965	Eosinophilic cystitis
2559	C0280100	Solid tumour
2560	C1167868	Perinephric collection
2561	C0877127	Application site papules
2562	C0030587	Paroxysmal atrial tachycardia
2563	C0520888	Electrocardiogram T wave inversion
2564	C0349705	Haemoglobin abnormal
2565	C0013608	Oedema due to cardiac disease
2566	C0015674	Chronic fatigue syndrome
2567	C0271355	VIth nerve paralysis
2568	C0020295	Hydronephrosis
2569	C0151879	Electrocardiogram QT shortened
2570	C1262535	Jaundice hepatocellular
2571	C0014848	Oesophageal achalasia
2572	C0037290	Pigmentation skin
2573	C1142158	Hepatic vein occlusion
2574	C0002928	Spinal anaesthesia
2575	C1695782	Cerebral hypoperfusion
2576	C0038045	Sprain
2577	C0333472	Epidermolysis
2578	C1142178	Intestinal stoma complication
2579	C0232208	Nodal rhythm
2580	C0948282	Conjunctival bleb
2581	C0039231	Tachycardia
2582	C0003834	Arterial insufficiency
2583	C0221436	Melanoderma
2584	C0948168	Bone marrow toxicity
2585	C0220854	Hyperpnea
2586	C0020503	Hyperparathyroidism secondary
2587	C0159028	General symptom
2588	C0855521	Semen volume decreased
2589	C0040213	Costochondritis
2590	C0043387	Yawning
2591	C0344304	Abdominal pain generalised
2592	C0235287	Dysosmia
2593	C0541802	Bicarbonate decreased serum
2594	C0237326	Dyschezia
2595	C3203690	Deficiency of bile secretion
2596	C0239652	Paraesthesia foot
2597	C0376288	Amaurosis
2598	C0028961	Oliguria
2599	C0456677	Total spinal block
2600	C0030569	Secondary parkinsonism
2601	C0242788	Breast neoplasm NOS male
2602	C0522214	Visual evoked potentials abnormal
2603	C0745744	End stage liver disease
2604	C0266589	Ear malformation
2605	C0041307	Bovine tuberculosis
2606	C0004331	Atrioventricular dissociation
2607	C0149756	Plantar fasciitis
2608	C0002874	Aplastic anaemia
2609	C1761613	Conjunctival hyperaemia
2610	C0013378	Dysgeusia
2611	C0006663	Calcinosis
2612	C0857494	Unresponsive to stimuli
2613	C0162566	Porphyria cutanea tarda
2614	C0558401	Skin laceration
2615	C0087169	Withdrawal symptom
2616	C0151605	Injection site swelling
2617	C0423757	Skin thinness
2618	C0263443	Acne pustular
2619	C0877517	Blood phosphorus decreased
2620	C0232841	Bladder dysfunction
2621	C0877009	Muscle fibrosis
2622	C1536055	Drug administration error
2623	C0030318	Panic reaction
2624	C0451641	Urolithiasis
2625	C1142349	Eyelid pain
2626	C0007222	Cardiovascular disorder
2627	C0339383	Chorioretinopathy
2628	C1141890	Long QT syndrome congenital
2629	C0027424	Nasal congestion
2630	C0268732	Nephritic syndrome
2631	C0034183	Pyelitis
2632	C0034152	Henoch-Schonlein purpura
2634	C0151500	Anticholinergic syndrome
2635	C0863111	Nasal mucus blood tinged
2636	C0543467	Surgery
2637	C0151491	Congenital musculoskeletal anomaly
2638	C0853759	Blood potassium abnormal
2639	C1112470	Infusion site inflammation
2640	C0271053	Cotton wool spots
2641	C0027022	Myeloproliferative disorder
2642	C0949070	Upper respiratory tract congestion
2643	C0553713	Breast pain female
2644	C0263518	Telogen effluvium
2645	C0272426	Mouth injury
2646	C0426576	Gastrointestinal symptom NOS
2647	C0003564	Aphonia
2648	C3495440	Bleeding breakthrough
2649	C1290071	Oral mucosal disorder
2650	C0155003	Blindness transient
2651	C0038435	Stress
2652	C0376297	Cardiac death
2653	C0030232	Pallor
2654	C0038220	Status epilepticus
2655	C0264909	Defect conduction intraventricular
2656	C0239377	Pain in arm
2657	C0553721	Sweating decreased
2658	C0006905	Capillary fragility
2659	C0240717	Perineal pain
2660	C0851980	Peritoneal infection
2661	C0267716	Incisional hernia
2662	C0877195	Feminisation acquired
2663	C0151911	Generalised spasm
2664	C0267988	Hyperproteinaemia
2665	C2937358	Cerebral haemorrhage
2666	C0013927	Amniotic fluid embolism
2667	C1168175	Incision site haematoma
2668	C0878544	Cardiomyopathy
2669	C0151671	Glucose tolerance decreased
2670	C0035243	Respiratory tract infection
2671	C0268379	Pseudocholinesterase deficiency
2672	C0581386	Chronic anxiety
2673	C1522133	High cholesterol
2674	C0233718	Pressure of speech
2675	C0015663	Fasting
2676	C0853089	Intentional self-injury
2677	C0151966	Duodenal ulcer haemorrhage
2678	C0206171	Community acquired infection
2679	C0476273	Respiratory distress
2680	C0235360	Spasm biliary
2681	C1096708	Vessel puncture site inflammation
2682	C0235735	Unexpected therapeutic effect
2683	C0028841	Hypotony of eye
2684	C0241137	Pallor of skin
2685	C0035400	Reye's syndrome
2686	C1536080	Coronary stent thrombosis
2687	C1096732	Fungus sputum test positive
2688	C0520872	Stroke volume increased
2689	C1863751	Wound healing normal
2690	C0152020	Gastric atony
2691	C1153706	Endometrial adenocarcinoma
2692	C0425669	Abdominal aortic bruit
2693	C0564622	Albumin urine present
2694	C0853890	Blood gastrin increased
2695	C0524662	Dependence on opiates
2696	C0423008	Eye bleeding
2697	C0235293	Taste peculiar
2698	C0024032	Birth weight low
2699	C0003493	Aortic disorder
2700	C0919560	Stent occlusion
2701	C0349506	Photosensitivity
2702	C0002880	Autoimmune haemolytic anaemia
2703	C1527348	Brain hypoxia
2704	C0016397	Localised infection
2705	C0853926	Dyspepsia aggravated
2706	C0003079	Pupils unequal
2707	C0085819	Antibiotic associated colitis
2708	C0032788	Postoperative hemorrhage
2709	C0563238	Gastritis viral
2710	C0556446	Drug craving
2711	C0019569	Congenital megacolon
2712	C0151489	Arterial anomaly
2713	C0155709	Atrial fibrillation and flutter
2714	C0003534	Aphakia
2715	C0041671	Attention deficit disorder
2716	C0151480	Antinuclear antibody positive
2717	C0151814	Coronary artery occlusion
2718	C2748362	Vulvovaginal erythema
2719	C0013589	Ectromelia
2720	C0740411	Delayed gastric emptying
2721	C0027080	Myoglobinuria
2722	C0151907	Skin discolouration
2723	C0541974	Fuzzy head
2724	C0541976	Gas in stomach
2725	C0037771	Spastic paraparesis
2726	C0269806	Failed induction of labour
2727	C0917816	Mental deficiency
2728	C0006277	Bronchitis
2729	C0853784	Blood iron increased
2730	C0034124	Pupillary disorder
2731	C0024530	Malaria
2732	C0018995	Haemochromatosis
2733	C0007120	Bronchioloalveolar carcinoma
2734	C0920163	Idiopathic thrombocytopenia
2735	C3495559	Juvenile idiopathic arthritis
2736	C0040441	Tooth fracture
2737	C0238242	Lithium toxicity
2738	C0522178	Self-injurious ideation
2739	C0238634	Anal inflammation
2740	C0042928	Vocal cord paralysis
2741	C0919659	Oropharyngeal candidiasis
2742	C0232292	Chest tightness
2743	C0035304	Retinal degeneration
2744	C0853710	Blood prolactin decreased
2745	C0007760	Cerebellar syndrome
2746	C2748357	Abdominal aortic rupture
2747	C2239176	Hepatocellular carcinoma
2748	C0595929	Cholesterol serum elevated
2749	C0747979	Increased prolactin level
2750	C0860040	BCG infection
2751	C0853891	Tumour flare
2752	C0155947	Dentofacial anomaly
2753	C0151798	Hepatic necrosis
2754	C0152253	Posterior synechiae of iris
2755	C1458140	Bleeding tendency
2756	C0341335	Cytomegalovirus colitis
2757	C0149512	Acute sinusitis
2758	C0151311	Cranial nerve paralysis
2759	C0002888	Anaemia megaloblastic
2760	C0877187	Ureterostomy site discomfort
2761	C0010073	Arteriospasm coronary
2762	C0240735	Personality change
2763	C0856108	Hypercholesterolemia aggravated
2764	C0520532	Subcutaneous haematoma
2765	C0424295	Hyperkinesia
2766	C3495917	Advanced breast cancer
2767	C1112565	Pneumatosis intestinalis
2768	C0156273	Bladder diverticulum
2769	C0238033	Breast cancer male
2770	C0858093	Plasma calcium decreased
2771	C0751295	Memory loss
2772	C0027651	Neoplasm
2773	C0857305	Thrombocytopenic purpura
2774	C0858814	Hepatitis symptom
2775	C1096257	Dental discomfort
2776	C0581394	Swelling of legs
2777	C0852928	Insomnia exacerbated
2778	C0393759	Transient insomnia
2779	C2363722	Steroid psychosis
2780	C1328539	Reflex tachycardia
2781	C0919599	Application site eczema
2782	C0023530	Leukopenia
2783	C0006272	Obliterative bronchiolitis
2784	C0234543	Postictal state
2785	C0043096	Weight decreased
2786	C0856088	Constipation aggravated
2787	C0347721	Back strain
2788	C0574785	Lower urinary tract symptoms
2789	C0004114	Astrocytoma
2790	C0003813	Sinus arrhythmia
2791	C0025322	Premature menopause
2792	C0454643	Word finding difficulty
2793	C0235222	Diastolic hypertension
2794	C0035317	Retinal haemorrhage
2795	C0151604	Oedema genital
2796	C0851341	Infestation NOS
2797	C1142160	Application site discolouration
2798	C0271901	Hypochromic microcytic anemia
2799	C0240204	Paresthesia lips
2800	C0036916	Sexually transmitted disease
2801	C0238457	Renal vein thrombosis
2802	C0812470	Abortion incomplete
2803	C0159321	Facial bones fracture
2804	C0270639	Transverse sinus thrombosis
2805	C1535950	Gastrointestinal inflammation
2806	C0001957	Delirium tremens
2807	C1142015	Blood bilirubin abnormal
2808	C0410198	Proximal myopathy
2809	C0152010	Withdrawal bleed
2810	C0006666	Calciphylaxis
2811	C0427055	Facial paresis
2812	C0854101	Urine sodium increased
2813	C0341163	Gastric ulcer perforation
2814	C0014527	Epidermolysis bullosa
2815	C0151889	Hyperreflexia
2816	C0014800	Hyperplasia erythroid
2817	C0345904	Hepatic cancer
2818	C1096034	Infusion site induration
2819	C0343026	Nail infection
2820	C0334044	Dysplasia
2821	C0587094	Breast calcifications
2822	C0151526	Premature delivery
2823	C1096188	Puncture site reaction
2824	C0920193	Photodermatosis
2825	C0853619	Local swelling
2826	C0277986	Gingival oedema
2827	C0001416	Adenitis
2828	C0271441	Otitis media chronic
2829	C0520563	Toxic dilatation of intestine
2830	C0948376	Electrocardiogram ST-T segment abnormal
